   1.00000,   1.00000
   2.00000,   1.50000
   3.00000,   1.83333
   4.00000,   2.08333
   5.00000,   2.28333
   6.00000,   2.45000
   7.00000,   2.59286
   8.00000,   2.71786
   9.00000,   2.82897
  10.00000,   2.92897
  11.00000,   3.01988
  12.00000,   3.10321
  13.00000,   3.18013
  14.00000,   3.25156
  15.00000,   3.31823
  16.00000,   3.38073
  17.00000,   3.43955
  18.00000,   3.49511
  19.00000,   3.54774
  20.00000,   3.59774
  21.00000,   3.64536
  22.00000,   3.69081
  23.00000,   3.73429
  24.00000,   3.77596
  25.00000,   3.81596
  26.00000,   3.85442
  27.00000,   3.89146
  28.00000,   3.92717
  29.00000,   3.96165
  30.00000,   3.99499
  31.00000,   4.02725
  32.00000,   4.05850
  33.00000,   4.08880
  34.00000,   4.11821
  35.00000,   4.14678
  36.00000,   4.17456
  37.00000,   4.20159
  38.00000,   4.22790
  39.00000,   4.25354
  40.00000,   4.27854
  41.00000,   4.30293
  42.00000,   4.32674
  43.00000,   4.35000
  44.00000,   4.37273
  45.00000,   4.39495
  46.00000,   4.41669
  47.00000,   4.43796
  48.00000,   4.45880
  49.00000,   4.47921
  50.00000,   4.49921
  51.00000,   4.51881
  52.00000,   4.53804
  53.00000,   4.55691
  54.00000,   4.57543
  55.00000,   4.59361
  56.00000,   4.61147
  57.00000,   4.62901
  58.00000,   4.64625
  59.00000,   4.66320
  60.00000,   4.67987
  61.00000,   4.69626
  62.00000,   4.71239
  63.00000,   4.72827
  64.00000,   4.74389
  65.00000,   4.75928
  66.00000,   4.77443
  67.00000,   4.78935
  68.00000,   4.80406
  69.00000,   4.81855
  70.00000,   4.83284
  71.00000,   4.84692
  72.00000,   4.86081
  73.00000,   4.87451
  74.00000,   4.88802
  75.00000,   4.90136
  76.00000,   4.91451
  77.00000,   4.92750
  78.00000,   4.94032
  79.00000,   4.95298
  80.00000,   4.96548
  81.00000,   4.97782
  82.00000,   4.99002
  83.00000,   5.00207
  84.00000,   5.01397
  85.00000,   5.02574
  86.00000,   5.03737
  87.00000,   5.04886
  88.00000,   5.06022
  89.00000,   5.07146
  90.00000,   5.08257
  91.00000,   5.09356
  92.00000,   5.10443
  93.00000,   5.11518
  94.00000,   5.12582
  95.00000,   5.13635
  96.00000,   5.14676
  97.00000,   5.15707
  98.00000,   5.16728
  99.00000,   5.17738
 100.00000,   5.18738
 101.00000,   5.19728
 102.00000,   5.20708
 103.00000,   5.21679
 104.00000,   5.22641
 105.00000,   5.23593
 106.00000,   5.24536
 107.00000,   5.25471
 108.00000,   5.26397
 109.00000,   5.27314
 110.00000,   5.28223
 111.00000,   5.29124
 112.00000,   5.30017
 113.00000,   5.30902
 114.00000,   5.31779
 115.00000,   5.32649
 116.00000,   5.33511
 117.00000,   5.34366
 118.00000,   5.35213
 119.00000,   5.36053
 120.00000,   5.36887
 121.00000,   5.37713
 122.00000,   5.38533
 123.00000,   5.39346
 124.00000,   5.40152
 125.00000,   5.40952
 126.00000,   5.41746
 127.00000,   5.42533
 128.00000,   5.43315
 129.00000,   5.44090
 130.00000,   5.44859
 131.00000,   5.45622
 132.00000,   5.46380
 133.00000,   5.47132
 134.00000,   5.47878
 135.00000,   5.48619
 136.00000,   5.49354
 137.00000,   5.50084
 138.00000,   5.50809
 139.00000,   5.51528
 140.00000,   5.52243
 141.00000,   5.52952
 142.00000,   5.53656
 143.00000,   5.54355
 144.00000,   5.55050
 145.00000,   5.55739
 146.00000,   5.56424
 147.00000,   5.57105
 148.00000,   5.57780
 149.00000,   5.58451
 150.00000,   5.59118
 151.00000,   5.59780
 152.00000,   5.60438
 153.00000,   5.61092
 154.00000,   5.61741
 155.00000,   5.62386
 156.00000,   5.63027
 157.00000,   5.63664
 158.00000,   5.64297
 159.00000,   5.64926
 160.00000,   5.65551
 161.00000,   5.66172
 162.00000,   5.66790
 163.00000,   5.67403
 164.00000,   5.68013
 165.00000,   5.68619
 166.00000,   5.69221
 167.00000,   5.69820
 168.00000,   5.70415
 169.00000,   5.71007
 170.00000,   5.71595
 171.00000,   5.72180
 172.00000,   5.72761
 173.00000,   5.73339
 174.00000,   5.73914
 175.00000,   5.74486
 176.00000,   5.75054
 177.00000,   5.75619
 178.00000,   5.76181
 179.00000,   5.76739
 180.00000,   5.77295
 181.00000,   5.77847
 182.00000,   5.78397
 183.00000,   5.78943
 184.00000,   5.79487
 185.00000,   5.80027
 186.00000,   5.80565
 187.00000,   5.81100
 188.00000,   5.81631
 189.00000,   5.82161
 190.00000,   5.82687
 191.00000,   5.83210
 192.00000,   5.83731
 193.00000,   5.84249
 194.00000,   5.84765
 195.00000,   5.85278
 196.00000,   5.85788
 197.00000,   5.86296
 198.00000,   5.86801
 199.00000,   5.87303
